,Datetime,Tweet Id,Text,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes
525,2021-07-14 17:04:05+00:00,1415356439346913287,"""ที่อื่นเค้าแทบจะเทเหล้าเผาบุหรี่ไปแล้วกับ viral vector และ killed vaccine เพราะมันมีเปเป้อรองรับทั่วโลก 400-500 กว่าเปเป้อว่า mRNA มันเวิร์ค!!!!"" - P'Sirisak 5555555555555555555555555555555555555555555555555555555555555555555555 #ClubhouseTH",349,2918,0,6
805,2021-06-24 06:02:21+00:00,1407942148301885440,"mRNA vaccine กับกล้ามเนื้อหัวใจอักเสบ
1. พบ 636 รายจาก 133 ล้านคนที่ได้วัคซีน
2. ช&gt;ญ อายุ 12-24 ปี พบบ่อยสุด
3. เข็ม 2 บ่อยกว่า
4. ส่วนใหญ่อาการน้อย
5. มีประวัติหัวใจอักเสบมาก่อน ก็ยังแนะนำให้ฉีด https://t.co/Bij7vdiu6K",845,2898,10,16
388,2021-07-28 05:36:29+00:00,1420256826881298432,"คนอีกกลุ่มนึงที่อยากให้รัฐบาลจัดเป็น Priority อันดับต้นๆ ของ Pfizer คือคนท้อง เพราะ

1. คนท้องมีโอกาสเกิดโรครุนแรงมาก และถ้าตายคือตายทั้งแม่และลูก
2. mRNA Vaccine เป็นวัคซีนที่มีการศึกษามากในกลุ่มคนท้อง
3. การฉีด AstraZeneca อาจเสี่ยงลิ่มเลือด (หญิงอายุน้อย/ฮอร์โมนเพศหญิงสูง)",386,2896,5,11
869,2021-06-20 19:15:05+00:00,1406692096342433793,"Good news: People who are fully vaccinated, at least with the mRNA vaccines, are likely well-protected against the variants identified so far, including the Delta variant — particularly when it comes to severe illness. We must vaccinate as many people as quickly as possible",10926,2890,375,159
510,2021-07-16 04:23:56+00:00,1415889913627635718,"บ่าย3โมงวันนี้ จะไปกระทรวงสาธารณสุข 
จะไป #ทวงคืนค่าโมเดอร์นา 
#mRNAvaccine ต้องมีให้ทุกคนอย่างเท่าเทียมมกัน",2989,2873,53,9
519,2021-07-15 02:12:21+00:00,1415494415590649858,"ไล่อ่าน #ริมน้ำ แล้วก็เหนื่อยใจ
คนพยายามพูดเรื่อง mRNA vaccine นำเสนอข้อมูลสู้กับผู้ใหญ่ก็ทำแทบตาย ... ลงท้าย mRNA vaccine หายไปไหน ?

อ่อ ... อยู่นี่เอง",1068,2843,16,10
963,2021-06-14 01:43:06+00:00,1404253027142356995,"📍Outbreak even w/ 2 dose of mRNA vaccines—🇨🇦 hospital—16 patients &amp; 6 healthcare staff #DeltaVariant positive. 6/16 patients &amp; 5/6 HCWs had received 2 doses of #COVID19 vaccine; 7 patients &amp; 1 healthcare worker had 1 dose. 1 patient now in ICU. #dontletup
https://t.co/YlXEOED68O",4080,2744,301,597
1243,2021-05-05 18:01:19+00:00,1390003689637691398,Why is Canada first country in world to give EUA for a novel mRNA vaccine for children/youth WITHOUT any long-term safety/efficacy data or peer-reviewed data? Esp when children/youth &lt;19yo at near-zero risk: chance of survival 99.997%. Influenza is greater risk for children/youth,6278,2641,475,233
1709,2021-03-10 02:33:11+00:00,1369476396666396672,"when a video from TikTok explains how mRNA Vaccine💉 works, best explanation ever ...this is awesome! 👏 https://t.co/jm4QkbO5cv",5475,2634,21,202
48,2021-08-26 03:00:08+00:00,1430726728977043457,"ファイザー製のワクチンの安全性に関する論文が出ました。

ワクチンによって増加するのは
・心筋炎（2.7/10万人）
・虫垂炎（5.0/10万人）
・ヘルペスウイルス感染症（15.8/10万人）
です。

Safety of the BNT162b2 mRNA Covid-19 Vaccine in a Nationwide Setting | NEJM https://t.co/CwLcersJRl",5821,2626,78,235
214,2021-08-12 18:29:45+00:00,1425887243642839043,"Stan Gromkowski, a cellular immunologist who did work on mRNA vaccines in the early 1990s and views Malone as an underappreciated pioneer,  put it this way: “He’s fucking up his chances for a Nobel Prize.”.  Very aware of the potential impact on a possible Nobel.  I made a choice",10462,2550,523,215
2237,2020-12-12 02:30:15+00:00,1337585528057815041,"BREAKING—the Pfizer #COVID19 vaccine is now approved in the US. But let’s not forget Dr Katalin Karikó, the pioneer Hungarian-American immigrant scientist who persevered for 40 years to bring mRNA to the 🌍. She will for sure win the Nobel Prize someday. https://t.co/GxXX2qms3T https://t.co/bBvswdS0Hb",11283,2462,100,295
1668,2021-03-15 13:02:19+00:00,1371446663349436419,"Oh hi, toxicologist here. 

1. Antifreeze is ethylene glycol. It can kill you.

2. mRNA vaccines do not involve antifreeze. https://t.co/k45uaxhBmH",14653,2445,216,154
2292,2020-12-07 08:56:45+00:00,1335870855612669952,"So hydroxychloroquine, a safe drug used for 70 years which is an almost 100% effective treatment for Covid19 is deemed unsafe, yet an experimental 'vaccine' which they haven't finished trialling (containing polyethylene glycol in the lipid nanoparticle mRNA coating) is 'safe'?",7560,2427,409,564
1708,2021-03-10 04:51:35+00:00,1369511225286156290,"This is a masterclass in #scicomm on how mRNA vaccines work by @hotvickkrishna
 https://t.co/KB4po8Yxyt",6745,2427,77,348
332,2021-08-02 06:58:41+00:00,1422089453477138435,ตอนภาคีบุคลากรกับหมอไม่ทนออกมาเรียกร้องให้นำเข้า mRNA vaccine เป็นวัคซีนหลัก พวกแกก็ค้านแหลก ด่า mRNA บอกว่าจะเกิดผลข้างเคียงอันตราย กันติดไม่ได้ แพง เก็บรักษายาก บอกให้ใช้สูตรหมอยง ของที่มีดีที่สุด พอมันเข้ามาจริงดันหวงกันจัง แซะว่าหมอจะขอวัคซีนเทพ วัคซีนหรู คือพวกแกเป็นไรเอ่ย,354,2422,5,2
671,2021-07-03 12:13:15+00:00,1411296982749089793,"Thrombosis is a major problem with COVID.  And with the adenoviral vectored SARS-CoV-2 vaccines. And with the mRNA vaccines. What do they all have in common? They produce Spike protein. looks like a duck, walks like a duck, quacks like a duck.  probably?
https://t.co/0ifjS9xbRT",4712,2407,163,202
2223,2020-12-14 15:04:30+00:00,1338500116471312395,"People should stop calling SARS-CoV-2 mRNA vaccines a ‘miracle’. These vaccine are not miracles—they did not drop out of the sky. These vaccine are the result of decades of basic research.

Everyone who likes the idea of vaccine miracles should support funding for basic research.",12617,2363,72,281
356,2021-07-30 08:25:18+00:00,1421024087585951747,"ประสิทธิผลของการใช้วัคซีนสลับ AZ + mRNA ออกมาแล้วจากเดนมาร์ก พบว่ายังสูงถึง 88% สอดคล้องกับผลการวัดระดับ neutralizing antibody ที่พบว่าสูตรวัคซีนนี้ใกล้เคียงกับการฉีด mRNA vaccine 2 เข็ม 

ประเทศไทยควรเลือกแนวทางนี้เช่นกันเมื่อได้ Pfizer ใน Q4 https://t.co/Hz442P7ZA5 https://t.co/yKNGXcBJV0",689,2362,16,15
380,2021-07-28 11:55:08+00:00,1420352117341052928,"How to Beat the Delta Variant?

- Use KN95/N95 masks. May reuse masks (see my TL 4 detail)

- Avoid indoor crowds

- Get vaccinated with ANY available option. Select in this order:

- mRNA vaccines are better than vector based vaccines which are better than inactivated vaccines",6828,2351,226,105
311,2021-08-04 08:54:40+00:00,1422843416631681024,"There is no country in the world that has vaccinated 3 formulas together, right? Thailand only
The mRNA vaccine should be ordered first.
The life of the people is not a guinea pig for the greatness of the state.
#โหนกระเเส #ซิโนฟาร์ม #หมอบุญ 

https://t.co/cgNAtqE1xD",710,2351,8,23
657,2021-07-04 16:35:11+00:00,1411725286178127874,"ภาคีบุคลากรสาธารณสุข ร่วมกับหมอไม่ทน ขอเชิญชวนบุคลากรทางการแพทย์ และประชาชนร่วมลงชื่อเรียกร้องให้รัฐบาลรวมถึงองค์การเภสัชกรรม นำเข้า mRNA vaccine (Pfizer และ Moderna)โดยเร่งด่วน!!!

ผ่านทาง Link &gt;&gt; https://t.co/P3VduRy6Dk

#ต้องการmRNAvaccine
#ฉีดPfizerให้บุคลากรการแพทย์ https://t.co/r4maOCBsVG",422,2339,5,31
747,2021-06-28 11:45:02+00:00,1409477942330150914,"The Pfizer-BioNTech and Moderna Covid-19 vaccines may protect against the coronavirus for years, a study of more than a dozen vaccinated people found.

The findings add to evidence that most people immunized with the mRNA vaccines may not need boosters.
https://t.co/7pAfSKLZPz",5754,2316,222,529
693,2021-07-01 10:50:04+00:00,1410551269853335555,คิดว่าเราจะเห็นคนที่เคยด้อยค่า mRNA vaccine จ่ายเงินจอง Moderna วันนี้ไหม 🤔,932,2281,45,31
688,2021-07-01 18:45:04+00:00,1410670810021380097,"The epsilon variant of #SARSCoV2, first detected California, carries three spike protein mutations that confer resistance to neutralizing antibodies generated by mRNA vaccines or by #SARSCoV2 infection, according to new research in Science. https://t.co/w4il4EtrE5 https://t.co/3tZGCFq8Wf",2910,2272,204,1856
